time,N,Time,avg(Acceleration (0)),avg(Acceleration (1)),avg(Acceleration (2)),avg(Acceleration (Magnitude)),avg(Pressure),avg(Velocity (0)),avg(Velocity (1)),avg(Velocity (2)),avg(Velocity (Magnitude)),avg(X),avg(Y),avg(Z),avg(abs),avg(height),
20.674,1,184,1.14475,-3.10722,0,3.31139,9169.25,-0.351339,-0.589068,0,0.685886,18.9483,3.48089,0,0.351339,3.48089,
20.787,1,185,1.02607,-1.32927,0,1.67922,11407.1,-0.457851,-0.437951,0,0.633584,17.3288,3.26369,0,0.457851,3.26369,
20.899,1,186,0.202591,0.035753,0,0.205722,14586.7,-0.381268,-0.523433,0,0.64757,17.2813,3.20725,0,0.381268,3.20725,
21.011,1,187,-1.41606,2.29554,0,2.69717,18252.3,-0.447191,-0.3882,0,0.592182,17.2359,3.15224,0,0.447191,3.15224,
21.124,1,188,-2.51751,1.80982,0,3.10054,16632.8,-0.690454,-0.135073,0,0.703542,17.1735,3.12244,0,0.690454,3.12244,
21.236,1,189,-1.45694,-1.16795,0,1.86729,11183.2,-0.931969,-0.113279,0,0.938828,17.0797,3.11135,0,0.931969,3.11135,
21.348,1,190,-0.061399,-1.51999,0,1.52123,10718.6,-1.01772,-0.301096,0,1.06133,16.966,3.08831,0,1.01772,3.08831,
21.461,1,191,1.66098,0.570314,0,1.75617,15181.3,-0.924904,-0.35163,0,0.98949,16.8517,3.04841,0,0.924904,3.04841,
21.573,1,192,2.01983,0.279198,0,2.03903,14604.2,-0.693716,-0.264952,0,0.742591,16.7572,3.01296,0,0.693716,3.01296,
21.685,1,193,0.71481,-1.16453,0,1.36641,11238.7,-0.540895,-0.32497,0,0.631009,16.6869,2.98074,0,0.540895,2.98074,
21.798,1,194,-0.370517,-1.27401,0,1.32679,12510.5,-0.722593,0.090673,0,0.72826,11.4733,2.96087,0,0.722593,2.96087,
21.910,1,195,-0.40531,-1.17818,0,1.24595,12231.9,-0.76931,-0.043675,0,0.770549,11.3877,2.9639,0,0.76931,2.9639,
22.022,1,196,-0.247631,-0.824476,0,0.860861,11981.3,-0.804501,-0.153044,0,0.818929,11.2967,2.95251,0,0.804501,2.95251,
22.135,1,197,-0.01888,-0.200934,0,0.201819,12332.9,-0.819178,-0.20616,0,0.844722,11.2026,2.93124,0,0.819178,2.93124,
22.247,1,198,0.583547,0.188533,0,0.613247,12775.5,-0.782172,-0.200129,0,0.807369,11.1094,2.90738,0,0.782172,2.90738,
22.360,1,199,0.960979,-0.43719,0,1.05575,12123.8,-0.794904,0.007869,0,0.794943,10.1705,2.88623,0,0.794904,2.88623,
22.472,1,200,-0.195218,-0.877957,0,0.899399,11425.1,-0.952107,0.101317,0,0.957483,7.79634,2.89509,0,0.952107,2.89509,
22.584,1,201,-0.10905,-1.04251,0,1.04819,10536.2,-0.976603,0.002743,0,0.976607,7.68548,2.90158,0,0.976603,2.90158,
22.697,1,202,0.172427,-0.965313,0,0.980592,10869,-0.982646,-0.100068,0,0.987728,7.57207,2.89628,0,0.982646,2.89628,
22.809,1,203,0.258485,-0.524131,0,0.584404,11976.9,-0.965986,-0.180293,0,0.982667,7.45916,2.87991,0,0.965986,2.87991,
22.921,1,204,0.235368,0.296078,0,0.378233,13435.3,-0.949732,-0.191187,0,0.968784,7.34814,2.85758,0,0.949732,2.85758,
23.034,1,205,0.000999,-0.416627,0,0.416628,10613.9,-0.669302,0.541688,0,0.861041,0.944875,2.89608,0,0.669302,2.89608,
23.146,1,206,1.68149,-0.280923,0,1.70479,13413.5,-0.57451,0.510051,0,0.768254,0.870712,2.95701,0,0.57451,2.95701,
23.258,1,207,3.03697,-0.275539,0,3.04944,16570.1,-0.289761,0.479716,0,0.560436,0.818353,3.01444,0,0.289761,3.01444,
23.371,1,208,1.11631,-0.229072,0,1.13957,14006.7,-0.738507,0.434376,0,0.856782,2.19402,2.94427,0,0.738507,2.94427,
23.483,1,209,2.35018,-0.06849,0,2.35118,16163.5,-0.54641,0.430014,0,0.695324,2.11861,2.99363,0,0.54641,2.99363,
23.596,1,210,2.58954,-0.179558,0,2.59575,17807.3,-0.264972,0.422497,0,0.498712,2.07133,3.04234,0,0.264972,3.04234,
23.708,1,211,1.62399,-0.560985,0,1.71815,15801.1,-0.226771,0.419455,0,0.476831,2.79591,3.07134,0,0.226771,3.07134,
23.820,1,212,2.32468,-0.620701,0,2.40612,13093.3,-0.157656,0.302907,0,0.341479,3.5346,3.00908,0,0.157656,3.00908,
23.933,1,213,1.77407,-0.791042,0,1.94244,11226.9,0.275034,-0.069184,0,0.283602,0.811296,3.19554,0,0.275034,3.19554,
24.045,1,214,-1.1332,-0.464742,0,1.22479,12092.6,-0.149641,0.183465,0,0.236753,2.04649,3.18534,0,0.149641,3.18534,
24.157,1,215,-0.269044,0.095284,0,0.285418,11038.4,-0.260611,0.176214,0,0.314594,2.02219,3.2054,0,0.260611,3.2054,
24.270,1,216,0.740006,-0.201467,0,0.766941,9456.94,-0.24807,0.203187,0,0.320661,1.99198,3.22734,0,0.24807,3.22734,
24.382,1,217,0.712281,-1.81797,0,1.95252,7605.31,-0.176342,0.104503,0,0.204981,1.96737,3.24716,0,0.176342,3.24716,
24.494,1,218,0.042235,-0.675154,0,0.676474,12637,0.329931,-0.234302,0,0.404663,3.67514,3.05865,0,0.329931,3.05865,
24.607,1,219,0.145996,0.519235,0,0.53937,13415.5,0.34038,-0.234122,0,0.413124,3.71364,3.03033,0,0.34038,3.03033,
24.719,1,220,0.335662,0.45628,0,0.566445,12572.6,0.369929,-0.157594,0,0.402099,3.7543,3.00764,0,0.369929,3.00764,
24.831,1,221,0.332243,-0.282789,0,0.436297,11179.4,0.410455,-0.14347,0,0.434807,3.79917,2.9911,0,0.410455,2.9911,
24.944,1,222,0.219685,-0.04138,0,0.223548,11751.2,0.444192,-0.157672,0,0.471346,3.84847,2.97356,0,0.444192,2.97356,
25.056,1,223,0.128982,0.345576,0,0.368862,12490.3,0.467571,-0.123808,0,0.483685,3.90111,2.95688,0,0.467571,2.95688,
25.169,1,224,1.1451,0.625956,0,1.30502,15393.5,0.274518,-0.257355,0,0.376287,1.99364,3.02134,0,0.274518,3.02134,
25.281,1,225,0.977111,-0.023194,0,0.977386,14230.8,0.406823,-0.227004,0,0.465871,2.03284,2.99397,0,0.406823,2.99397,
25.393,1,226,0.411849,-0.155015,0,0.440056,13933.1,0.494075,-0.250556,0,0.553975,2.08536,2.96652,0,0.494075,2.96652,
25.506,1,227,-0.257193,0.325064,0,0.414506,15113.8,0.509191,-0.243457,0,0.564399,2.14419,2.93733,0,0.509191,2.93733,
25.618,1,228,-0.727058,0.328174,0,0.797691,14986.8,0.455495,-0.204301,0,0.499214,2.2008,2.91126,0,0.455495,2.91126,
25.730,1,229,-2.54759,-0.248754,0,2.5597,15011.1,0.715311,0.047674,0,0.716898,10.02,2.89065,0,0.715311,2.89065,
25.843,1,230,-1.30702,-0.70619,0,1.4856,12525.6,0.484776,-0.007433,0,0.484833,10.0887,2.89367,0,0.484776,2.89367,
25.955,1,231,0.110131,-0.293939,0,0.313893,12102.1,0.423358,-0.070286,0,0.429153,10.14,2.88886,0,0.423358,2.88886,
26.067,1,232,0.995378,0.278877,0,1.03371,12764.9,0.503232,-0.056555,0,0.5064,10.1924,2.88087,0,0.503232,2.88087,
26.180,1,233,0.854073,-0.326031,0,0.914186,11678,0.625137,-0.053124,0,0.62739,10.2577,2.87526,0,0.625137,2.87526,
26.292,1,234,0.282127,-0.513052,0,0.585507,11214,0.695869,-0.115116,0,0.705326,10.3348,2.86588,0,0.695869,2.86588,
26.404,1,235,0.264885,0.162485,0,0.31075,11454.5,0.544137,0.044959,0,0.545991,11.2982,2.86007,0,0.544137,2.86007,
26.517,1,236,0.31855,0.374702,0,0.491809,12053.9,0.587743,0.094599,0,0.595307,11.3637,2.86783,0,0.587743,2.86783,
26.629,1,237,-0.20566,-0.621106,0,0.65427,10721.5,0.592571,0.089362,0,0.599271,11.4326,2.87966,0,0.592571,2.87966,
26.742,1,238,-0.295829,-1.32466,0,1.35729,9737.14,0.560211,-0.022256,0,0.560653,11.4995,2.88469,0,0.560211,2.88469,
26.854,1,239,-1.29318,-0.270018,0,1.32107,15394,0.773458,0.184357,0,0.795126,15.772,2.90498,0,0.773458,2.90498,
26.966,1,240,-0.54944,-0.880345,0,1.03773,13406.7,0.665662,0.105913,0,0.674035,15.8549,2.9227,0,0.665662,2.9227,
27.079,1,241,0.168268,-0.363637,0,0.400682,14116.6,0.653698,0.029954,0,0.654384,15.9307,2.93018,0,0.653698,2.93018,
27.191,1,242,-0.050851,0.153974,0,0.162154,14914.2,0.676234,0.027679,0,0.6768,16.0081,2.93298,0,0.676234,2.93298,
27.303,1,243,-0.162194,0.208686,0,0.264304,16075.4,0.238935,0.532545,0,0.58369,18.4896,2.98611,0,0.238935,2.98611,
27.416,1,244,0.771679,0.255936,0,0.813014,15798.4,0.303196,0.56658,0,0.642605,18.5196,3.04922,0,0.303196,3.04922,
27.528,1,245,-0.712245,-0.411147,0,0.822396,13637.1,0.322763,0.567929,0,0.653238,18.5572,3.11519,0,0.322763,3.11519,
27.640,1,246,-1.68346,-0.979708,0,1.94778,11670.5,0.179971,0.488497,0,0.520595,18.5878,3.17713,0,0.179971,3.17713,
27.753,1,247,-0.174366,-0.145947,0,0.227385,12803.7,0.103378,0.066215,0,0.122766,14.5233,2.84206,0,0.103378,2.84206,
27.865,1,248,-0.759896,-1.93905,0,2.08263,9131.12,-0.122944,0.174654,0,0.213587,18.5913,3.25938,0,0.122944,3.25938,
27.978,1,249,0.01329,-2.14575,0,2.1458,9886.96,-0.166673,-0.056142,0,0.175874,18.5737,3.26722,0,0.166673,3.26722,
28.090,1,250,0.594145,-1.79444,0,1.89025,12093.8,-0.128593,-0.277298,0,0.305664,18.5558,3.24821,0,0.128593,3.24821,
28.202,1,251,-1.4006,-0.035944,0,1.40106,15277.9,-0.36169,0.07979,0,0.370386,16.1727,3.04091,0,0.36169,3.04091,
28.315,1,252,-0.10537,-0.303058,0,0.320854,14235.2,-0.444832,0.062055,0,0.44914,16.1247,3.04949,0,0.444832,3.04949,
28.427,1,253,0.850968,-0.538335,0,1.00695,13928.4,-0.392584,0.016747,0,0.392941,16.075,3.05445,0,0.392584,3.05445,
28.539,1,254,0.930821,-0.654829,0,1.13808,13674.2,-0.280872,-0.047881,0,0.284924,16.0358,3.053,0,0.280872,3.053,
28.652,1,255,0.004287,-0.349063,0,0.349089,14466.2,-0.224481,-0.105851,0,0.248186,16.0075,3.04398,0,0.224481,3.04398,
28.764,1,256,-1.396,0.166071,0,1.40585,15923.6,-0.314855,-0.112835,0,0.334463,15.978,3.03077,0,0.314855,3.03077,
28.876,1,257,-1.57315,-0.274433,0,1.5969,15030.1,-0.507456,-0.113454,0,0.519984,15.9311,3.01817,0,0.507456,3.01817,
28.989,1,258,-0.26393,-1.01363,0,1.04743,13435.4,-0.616794,-0.199546,0,0.64827,15.8647,3.00107,0,0.616794,3.00107,
29.101,1,259,1.20073,-0.455715,0,1.2843,14542.7,-0.555475,-0.2943,0,0.628621,15.7948,2.97201,0,0.555475,2.97201,
29.213,1,260,1.76779,0.319718,0,1.79647,15412.4,-0.366618,-0.291961,0,0.468668,15.7405,2.93734,0,0.366618,2.93734,
29.326,1,261,0.936959,0.154949,0,0.949685,14117.8,-0.20022,-0.262728,0,0.330324,15.7084,2.90563,0,0.20022,2.90563,
29.438,1,262,-0.76643,-0.045299,0,0.767768,13778.1,-0.592291,-0.037528,0,0.593479,13.9871,2.87713,0,0.592291,2.87713,
29.551,1,263,-0.547648,-0.873194,0,1.03072,12836.1,-0.680297,-0.096607,0,0.687122,13.9133,2.87045,0,0.680297,2.87045,
29.663,1,264,0.512847,-0.67271,0,0.845902,13530.2,-0.687409,-0.200285,0,0.715992,13.8327,2.85327,0,0.687409,2.85327,
29.775,1,265,-0.186579,-0.330062,0,0.379147,12432.5,-0.753777,0.14391,0,0.767392,10.4525,2.85195,0,0.753777,2.85195,
29.888,1,266,0.392133,-0.362078,0,0.533731,12936.9,-0.738363,0.105699,0,0.74589,10.3651,2.86662,0,0.738363,2.86662,
30.000,1,267,0.779457,-0.355128,0,0.856545,13397.6,-0.664491,0.06535,0,0.667697,10.283,2.87668,0,0.664491,2.87668,
