N,Time,avg(Acceleration (0)),avg(Acceleration (1)),avg(Acceleration (2)),avg(Acceleration (Magnitude)),avg(Pressure),avg(Velocity (0)),avg(Velocity (1)),avg(Velocity (2)),avg(Velocity (Magnitude)),avg(X),avg(Y),avg(Z),avg(abs_v),avg(height),avg(vtkOriginalPointIds),max(Acceleration (0)),max(Acceleration (1)),max(Acceleration (2)),max(Acceleration (Magnitude)),max(Pressure),max(Velocity (0)),max(Velocity (1)),max(Velocity (2)),max(Velocity (Magnitude)),max(X),max(Y),max(Z),max(abs_v),max(height),max(vtkOriginalPointIds),med(Acceleration (0)),med(Acceleration (1)),med(Acceleration (2)),med(Acceleration (Magnitude)),med(Pressure),med(Velocity (0)),med(Velocity (1)),med(Velocity (2)),med(Velocity (Magnitude)),med(X),med(Y),med(Z),med(abs_v),med(height),med(vtkOriginalPointIds),min(Acceleration (0)),min(Acceleration (1)),min(Acceleration (2)),min(Acceleration (Magnitude)),min(Pressure),min(Velocity (0)),min(Velocity (1)),min(Velocity (2)),min(Velocity (Magnitude)),min(X),min(Y),min(Z),min(abs_v),min(height),min(vtkOriginalPointIds),q1(Acceleration (0)),q1(Acceleration (1)),q1(Acceleration (2)),q1(Acceleration (Magnitude)),q1(Pressure),q1(Velocity (0)),q1(Velocity (1)),q1(Velocity (2)),q1(Velocity (Magnitude)),q1(X),q1(Y),q1(Z),q1(abs_v),q1(height),q1(vtkOriginalPointIds),q3(Acceleration (0)),q3(Acceleration (1)),q3(Acceleration (2)),q3(Acceleration (Magnitude)),q3(Pressure),q3(Velocity (0)),q3(Velocity (1)),q3(Velocity (2)),q3(Velocity (Magnitude)),q3(X),q3(Y),q3(Z),q3(abs_v),q3(height),q3(vtkOriginalPointIds),std(Acceleration (0)),std(Acceleration (1)),std(Acceleration (2)),std(Acceleration (Magnitude)),std(Pressure),std(Velocity (0)),std(Velocity (1)),std(Velocity (2)),std(Velocity (Magnitude)),std(X),std(Y),std(Z),std(abs_v),std(height),std(vtkOriginalPointIds),Block Number,Row ID,vtkValidPointMask
1,885,2.29481,-5.06633,0,5.56182,3347.26,5.16841,-0.28918,0,5.17649,10.6821,3.47545,0,5.16841,3.47545,1989,2.29481,-5.06633,0,5.56182,3347.26,5.16841,-0.28918,0,5.17649,10.6821,3.47545,0,5.16841,3.47545,1989,2.29481,-5.06633,0,5.56182,3347.26,5.16841,-0.28918,0,5.17649,10.6821,3.47545,0,5.16841,3.47545,1989,2.29481,-5.06633,0,5.56182,3347.26,5.16841,-0.28918,0,5.17649,10.6821,3.47545,0,5.16841,3.47545,1989,2.29481,-5.06633,0,5.56182,3347.26,5.16841,-0.28918,0,5.17649,10.6821,3.47545,0,5.16841,3.47545,1989,2.29481,-5.06633,0,5.56182,3347.26,5.16841,-0.28918,0,5.17649,10.6821,3.47545,0,5.16841,3.47545,1989,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,885,1
1,886,1.76355,-5.93926,0,6.19556,2900.57,5.18928,-0.349481,0,5.20103,10.7367,3.47211,0,5.18928,3.47211,1988,1.76355,-5.93926,0,6.19556,2900.57,5.18928,-0.349481,0,5.20103,10.7367,3.47211,0,5.18928,3.47211,1988,1.76355,-5.93926,0,6.19556,2900.57,5.18928,-0.349481,0,5.20103,10.7367,3.47211,0,5.18928,3.47211,1988,1.76355,-5.93926,0,6.19556,2900.57,5.18928,-0.349481,0,5.20103,10.7367,3.47211,0,5.18928,3.47211,1988,1.76355,-5.93926,0,6.19556,2900.57,5.18928,-0.349481,0,5.20103,10.7367,3.47211,0,5.18928,3.47211,1988,1.76355,-5.93926,0,6.19556,2900.57,5.18928,-0.349481,0,5.20103,10.7367,3.47211,0,5.18928,3.47211,1988,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,886,1
1,887,-0.194402,-4.4286,0,4.43286,1358.68,3.17454,0.590226,0,3.22894,9.70485,3.37639,0,3.17454,3.37639,2003,-0.194402,-4.4286,0,4.43286,1358.68,3.17454,0.590226,0,3.22894,9.70485,3.37639,0,3.17454,3.37639,2003,-0.194402,-4.4286,0,4.43286,1358.68,3.17454,0.590226,0,3.22894,9.70485,3.37639,0,3.17454,3.37639,2003,-0.194402,-4.4286,0,4.43286,1358.68,3.17454,0.590226,0,3.22894,9.70485,3.37639,0,3.17454,3.37639,2003,-0.194402,-4.4286,0,4.43286,1358.68,3.17454,0.590226,0,3.22894,9.70485,3.37639,0,3.17454,3.37639,2003,-0.194402,-4.4286,0,4.43286,1358.68,3.17454,0.590226,0,3.22894,9.70485,3.37639,0,3.17454,3.37639,2003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,887,1
1,888,-0.096272,-6.01294,0,6.01371,985.343,3.17267,0.532463,0,3.21704,9.73984,3.38261,0,3.17267,3.38261,2017,-0.096272,-6.01294,0,6.01371,985.343,3.17267,0.532463,0,3.21704,9.73984,3.38261,0,3.17267,3.38261,2017,-0.096272,-6.01294,0,6.01371,985.343,3.17267,0.532463,0,3.21704,9.73984,3.38261,0,3.17267,3.38261,2017,-0.096272,-6.01294,0,6.01371,985.343,3.17267,0.532463,0,3.21704,9.73984,3.38261,0,3.17267,3.38261,2017,-0.096272,-6.01294,0,6.01371,985.343,3.17267,0.532463,0,3.21704,9.73984,3.38261,0,3.17267,3.38261,2017,-0.096272,-6.01294,0,6.01371,985.343,3.17267,0.532463,0,3.21704,9.73984,3.38261,0,3.17267,3.38261,2017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,888,1
1,889,-0.360746,-3.4142,0,3.43321,2052.77,4.09044,0.059674,0,4.09087,10.4102,3.33034,0,4.09044,3.33034,2006,-0.360746,-3.4142,0,3.43321,2052.77,4.09044,0.059674,0,4.09087,10.4102,3.33034,0,4.09044,3.33034,2006,-0.360746,-3.4142,0,3.43321,2052.77,4.09044,0.059674,0,4.09087,10.4102,3.33034,0,4.09044,3.33034,2006,-0.360746,-3.4142,0,3.43321,2052.77,4.09044,0.059674,0,4.09087,10.4102,3.33034,0,4.09044,3.33034,2006,-0.360746,-3.4142,0,3.43321,2052.77,4.09044,0.059674,0,4.09087,10.4102,3.33034,0,4.09044,3.33034,2006,-0.360746,-3.4142,0,3.43321,2052.77,4.09044,0.059674,0,4.09087,10.4102,3.33034,0,4.09044,3.33034,2006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,889,1
1,890,6.69338,-4.04044,0,7.81834,1909.7,4.22616,-0.261146,0,4.23422,10.7393,3.41156,0,4.22616,3.41156,1984,6.69338,-4.04044,0,7.81834,1909.7,4.22616,-0.261146,0,4.23422,10.7393,3.41156,0,4.22616,3.41156,1984,6.69338,-4.04044,0,7.81834,1909.7,4.22616,-0.261146,0,4.23422,10.7393,3.41156,0,4.22616,3.41156,1984,6.69338,-4.04044,0,7.81834,1909.7,4.22616,-0.261146,0,4.23422,10.7393,3.41156,0,4.22616,3.41156,1984,6.69338,-4.04044,0,7.81834,1909.7,4.22616,-0.261146,0,4.23422,10.7393,3.41156,0,4.22616,3.41156,1984,6.69338,-4.04044,0,7.81834,1909.7,4.22616,-0.261146,0,4.23422,10.7393,3.41156,0,4.22616,3.41156,1984,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,890,1
1,891,7.18659,-2.48993,0,7.60571,2087.12,4.30418,-0.291981,0,4.31407,10.7858,3.40853,0,4.30418,3.40853,1964,7.18659,-2.48993,0,7.60571,2087.12,4.30418,-0.291981,0,4.31407,10.7858,3.40853,0,4.30418,3.40853,1964,7.18659,-2.48993,0,7.60571,2087.12,4.30418,-0.291981,0,4.31407,10.7858,3.40853,0,4.30418,3.40853,1964,7.18659,-2.48993,0,7.60571,2087.12,4.30418,-0.291981,0,4.31407,10.7858,3.40853,0,4.30418,3.40853,1964,7.18659,-2.48993,0,7.60571,2087.12,4.30418,-0.291981,0,4.31407,10.7858,3.40853,0,4.30418,3.40853,1964,7.18659,-2.48993,0,7.60571,2087.12,4.30418,-0.291981,0,4.31407,10.7858,3.40853,0,4.30418,3.40853,1964,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,891,1
1,892,4.21742,-4.50126,0,6.16831,1187.5,4.36805,-0.327342,0,4.3803,10.8332,3.40518,0,4.36805,3.40518,1977,4.21742,-4.50126,0,6.16831,1187.5,4.36805,-0.327342,0,4.3803,10.8332,3.40518,0,4.36805,3.40518,1977,4.21742,-4.50126,0,6.16831,1187.5,4.36805,-0.327342,0,4.3803,10.8332,3.40518,0,4.36805,3.40518,1977,4.21742,-4.50126,0,6.16831,1187.5,4.36805,-0.327342,0,4.3803,10.8332,3.40518,0,4.36805,3.40518,1977,4.21742,-4.50126,0,6.16831,1187.5,4.36805,-0.327342,0,4.3803,10.8332,3.40518,0,4.36805,3.40518,1977,4.21742,-4.50126,0,6.16831,1187.5,4.36805,-0.327342,0,4.3803,10.8332,3.40518,0,4.36805,3.40518,1977,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,892,1
1,893,0.417706,-0.815137,0,0.915929,1865.12,3.17374,0.257894,0,3.1842,9.91372,3.40273,0,3.17374,3.40273,2015,0.417706,-0.815137,0,0.915929,1865.12,3.17374,0.257894,0,3.1842,9.91372,3.40273,0,3.17374,3.40273,2015,0.417706,-0.815137,0,0.915929,1865.12,3.17374,0.257894,0,3.1842,9.91372,3.40273,0,3.17374,3.40273,2015,0.417706,-0.815137,0,0.915929,1865.12,3.17374,0.257894,0,3.1842,9.91372,3.40273,0,3.17374,3.40273,2015,0.417706,-0.815137,0,0.915929,1865.12,3.17374,0.257894,0,3.1842,9.91372,3.40273,0,3.17374,3.40273,2015,0.417706,-0.815137,0,0.915929,1865.12,3.17374,0.257894,0,3.1842,9.91372,3.40273,0,3.17374,3.40273,2015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,893,1
1,894,0.603937,-0.254473,0,0.65536,2155.98,3.17836,0.254662,0,3.18855,9.94875,3.40556,0,3.17836,3.40556,2035,0.603937,-0.254473,0,0.65536,2155.98,3.17836,0.254662,0,3.18855,9.94875,3.40556,0,3.17836,3.40556,2035,0.603937,-0.254473,0,0.65536,2155.98,3.17836,0.254662,0,3.18855,9.94875,3.40556,0,3.17836,3.40556,2035,0.603937,-0.254473,0,0.65536,2155.98,3.17836,0.254662,0,3.18855,9.94875,3.40556,0,3.17836,3.40556,2035,0.603937,-0.254473,0,0.65536,2155.98,3.17836,0.254662,0,3.18855,9.94875,3.40556,0,3.17836,3.40556,2035,0.603937,-0.254473,0,0.65536,2155.98,3.17836,0.254662,0,3.18855,9.94875,3.40556,0,3.17836,3.40556,2035,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,894,1
1,895,0.677324,-1.66002,0,1.79289,1974.87,3.18451,0.245744,0,3.19397,9.98413,3.40836,0,3.18451,3.40836,2060,0.677324,-1.66002,0,1.79289,1974.87,3.18451,0.245744,0,3.19397,9.98413,3.40836,0,3.18451,3.40836,2060,0.677324,-1.66002,0,1.79289,1974.87,3.18451,0.245744,0,3.19397,9.98413,3.40836,0,3.18451,3.40836,2060,0.677324,-1.66002,0,1.79289,1974.87,3.18451,0.245744,0,3.19397,9.98413,3.40836,0,3.18451,3.40836,2060,0.677324,-1.66002,0,1.79289,1974.87,3.18451,0.245744,0,3.19397,9.98413,3.40836,0,3.18451,3.40836,2060,0.677324,-1.66002,0,1.79289,1974.87,3.18451,0.245744,0,3.19397,9.98413,3.40836,0,3.18451,3.40836,2060,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,895,1
1,896,0.592563,-4.34102,0,4.38127,1379.41,3.19077,0.212484,0,3.19783,10.02,3.41097,0,3.19077,3.41097,2075,0.592563,-4.34102,0,4.38127,1379.41,3.19077,0.212484,0,3.19783,10.02,3.41097,0,3.19077,3.41097,2075,0.592563,-4.34102,0,4.38127,1379.41,3.19077,0.212484,0,3.19783,10.02,3.41097,0,3.19077,3.41097,2075,0.592563,-4.34102,0,4.38127,1379.41,3.19077,0.212484,0,3.19783,10.02,3.41097,0,3.19077,3.41097,2075,0.592563,-4.34102,0,4.38127,1379.41,3.19077,0.212484,0,3.19783,10.02,3.41097,0,3.19077,3.41097,2075,0.592563,-4.34102,0,4.38127,1379.41,3.19077,0.212484,0,3.19783,10.02,3.41097,0,3.19077,3.41097,2075,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,896,1
1,897,0.402606,-6.97971,0,6.99132,667.29,3.19562,0.148561,0,3.19908,10.056,3.41306,0,3.19562,3.41306,2087,0.402606,-6.97971,0,6.99132,667.29,3.19562,0.148561,0,3.19908,10.056,3.41306,0,3.19562,3.41306,2087,0.402606,-6.97971,0,6.99132,667.29,3.19562,0.148561,0,3.19908,10.056,3.41306,0,3.19562,3.41306,2087,0.402606,-6.97971,0,6.99132,667.29,3.19562,0.148561,0,3.19908,10.056,3.41306,0,3.19562,3.41306,2087,0.402606,-6.97971,0,6.99132,667.29,3.19562,0.148561,0,3.19908,10.056,3.41306,0,3.19562,3.41306,2087,0.402606,-6.97971,0,6.99132,667.29,3.19562,0.148561,0,3.19908,10.056,3.41306,0,3.19562,3.41306,2087,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,897,1
1,898,1.61678,1.652,0,2.31151,1196.55,4.46379,-0.568996,0,4.49991,11.1278,3.37099,0,4.46379,3.37099,2053,1.61678,1.652,0,2.31151,1196.55,4.46379,-0.568996,0,4.49991,11.1278,3.37099,0,4.46379,3.37099,2053,1.61678,1.652,0,2.31151,1196.55,4.46379,-0.568996,0,4.49991,11.1278,3.37099,0,4.46379,3.37099,2053,1.61678,1.652,0,2.31151,1196.55,4.46379,-0.568996,0,4.49991,11.1278,3.37099,0,4.46379,3.37099,2053,1.61678,1.652,0,2.31151,1196.55,4.46379,-0.568996,0,4.49991,11.1278,3.37099,0,4.46379,3.37099,2053,1.61678,1.652,0,2.31151,1196.55,4.46379,-0.568996,0,4.49991,11.1278,3.37099,0,4.46379,3.37099,2053,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,898,1
1,899,0.013265,-0.869231,0,0.869332,2928.5,3.91614,-0.283914,0,3.92641,10.5097,3.36713,0,3.91614,3.36713,1828,0.013265,-0.869231,0,0.869332,2928.5,3.91614,-0.283914,0,3.92641,10.5097,3.36713,0,3.91614,3.36713,1828,0.013265,-0.869231,0,0.869332,2928.5,3.91614,-0.283914,0,3.92641,10.5097,3.36713,0,3.91614,3.36713,1828,0.013265,-0.869231,0,0.869332,2928.5,3.91614,-0.283914,0,3.92641,10.5097,3.36713,0,3.91614,3.36713,1828,0.013265,-0.869231,0,0.869332,2928.5,3.91614,-0.283914,0,3.92641,10.5097,3.36713,0,3.91614,3.36713,1828,0.013265,-0.869231,0,0.869332,2928.5,3.91614,-0.283914,0,3.92641,10.5097,3.36713,0,3.91614,3.36713,1828,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,899,1
1,900,0.045351,0.534756,0,0.536676,2805.85,3.91825,-0.286817,0,3.92874,10.5537,3.36391,0,3.91825,3.36391,1824,0.045351,0.534756,0,0.536676,2805.85,3.91825,-0.286817,0,3.92874,10.5537,3.36391,0,3.91825,3.36391,1824,0.045351,0.534756,0,0.536676,2805.85,3.91825,-0.286817,0,3.92874,10.5537,3.36391,0,3.91825,3.36391,1824,0.045351,0.534756,0,0.536676,2805.85,3.91825,-0.286817,0,3.92874,10.5537,3.36391,0,3.91825,3.36391,1824,0.045351,0.534756,0,0.536676,2805.85,3.91825,-0.286817,0,3.92874,10.5537,3.36391,0,3.91825,3.36391,1824,0.045351,0.534756,0,0.536676,2805.85,3.91825,-0.286817,0,3.92874,10.5537,3.36391,0,3.91825,3.36391,1824,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,900,1
1,901,0.168235,1.40633,0,1.41635,2514.74,3.92141,-0.276331,0,3.93113,10.5979,3.36072,0,3.92141,3.36072,1827,0.168235,1.40633,0,1.41635,2514.74,3.92141,-0.276331,0,3.93113,10.5979,3.36072,0,3.92141,3.36072,1827,0.168235,1.40633,0,1.41635,2514.74,3.92141,-0.276331,0,3.93113,10.5979,3.36072,0,3.92141,3.36072,1827,0.168235,1.40633,0,1.41635,2514.74,3.92141,-0.276331,0,3.93113,10.5979,3.36072,0,3.92141,3.36072,1827,0.168235,1.40633,0,1.41635,2514.74,3.92141,-0.276331,0,3.93113,10.5979,3.36072,0,3.92141,3.36072,1827,0.168235,1.40633,0,1.41635,2514.74,3.92141,-0.276331,0,3.93113,10.5979,3.36072,0,3.92141,3.36072,1827,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,901,1
1,902,0.399223,-6.41814,0,6.43055,817.63,3.206,-0.311122,0,3.22106,10.2361,3.40834,0,3.206,3.40834,2101,0.399223,-6.41814,0,6.43055,817.63,3.206,-0.311122,0,3.22106,10.2361,3.40834,0,3.206,3.40834,2101,0.399223,-6.41814,0,6.43055,817.63,3.206,-0.311122,0,3.22106,10.2361,3.40834,0,3.206,3.40834,2101,0.399223,-6.41814,0,6.43055,817.63,3.206,-0.311122,0,3.22106,10.2361,3.40834,0,3.206,3.40834,2101,0.399223,-6.41814,0,6.43055,817.63,3.206,-0.311122,0,3.22106,10.2361,3.40834,0,3.206,3.40834,2101,0.399223,-6.41814,0,6.43055,817.63,3.206,-0.311122,0,3.22106,10.2361,3.40834,0,3.206,3.40834,2101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,902,1
1,903,0.624316,-4.83743,0,4.87755,1321.41,3.21135,-0.373108,0,3.23295,10.2723,3.40448,0,3.21135,3.40448,2127,0.624316,-4.83743,0,4.87755,1321.41,3.21135,-0.373108,0,3.23295,10.2723,3.40448,0,3.21135,3.40448,2127,0.624316,-4.83743,0,4.87755,1321.41,3.21135,-0.373108,0,3.23295,10.2723,3.40448,0,3.21135,3.40448,2127,0.624316,-4.83743,0,4.87755,1321.41,3.21135,-0.373108,0,3.23295,10.2723,3.40448,0,3.21135,3.40448,2127,0.624316,-4.83743,0,4.87755,1321.41,3.21135,-0.373108,0,3.23295,10.2723,3.40448,0,3.21135,3.40448,2127,0.624316,-4.83743,0,4.87755,1321.41,3.21135,-0.373108,0,3.23295,10.2723,3.40448,0,3.21135,3.40448,2127,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,903,1
1,904,0.888387,-3.38462,0,3.49927,1817.98,3.21941,-0.417176,0,3.24632,10.3084,3.40004,0,3.21941,3.40004,2151,0.888387,-3.38462,0,3.49927,1817.98,3.21941,-0.417176,0,3.24632,10.3084,3.40004,0,3.21941,3.40004,2151,0.888387,-3.38462,0,3.49927,1817.98,3.21941,-0.417176,0,3.24632,10.3084,3.40004,0,3.21941,3.40004,2151,0.888387,-3.38462,0,3.49927,1817.98,3.21941,-0.417176,0,3.24632,10.3084,3.40004,0,3.21941,3.40004,2151,0.888387,-3.38462,0,3.49927,1817.98,3.21941,-0.417176,0,3.24632,10.3084,3.40004,0,3.21941,3.40004,2151,0.888387,-3.38462,0,3.49927,1817.98,3.21941,-0.417176,0,3.24632,10.3084,3.40004,0,3.21941,3.40004,2151,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,904,1
1,905,1.14805,-2.38762,0,2.64929,2230.81,3.23041,-0.446898,0,3.26118,10.3445,3.39519,0,3.23041,3.39519,2143,1.14805,-2.38762,0,2.64929,2230.81,3.23041,-0.446898,0,3.26118,10.3445,3.39519,0,3.23041,3.39519,2143,1.14805,-2.38762,0,2.64929,2230.81,3.23041,-0.446898,0,3.26118,10.3445,3.39519,0,3.23041,3.39519,2143,1.14805,-2.38762,0,2.64929,2230.81,3.23041,-0.446898,0,3.26118,10.3445,3.39519,0,3.23041,3.39519,2143,1.14805,-2.38762,0,2.64929,2230.81,3.23041,-0.446898,0,3.26118,10.3445,3.39519,0,3.23041,3.39519,2143,1.14805,-2.38762,0,2.64929,2230.81,3.23041,-0.446898,0,3.26118,10.3445,3.39519,0,3.23041,3.39519,2143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,905,1
1,906,1.32586,-2.1144,0,2.49572,2472.67,3.24397,-0.46925,0,3.27773,10.3809,3.39005,0,3.24397,3.39005,2155,1.32586,-2.1144,0,2.49572,2472.67,3.24397,-0.46925,0,3.27773,10.3809,3.39005,0,3.24397,3.39005,2155,1.32586,-2.1144,0,2.49572,2472.67,3.24397,-0.46925,0,3.27773,10.3809,3.39005,0,3.24397,3.39005,2155,1.32586,-2.1144,0,2.49572,2472.67,3.24397,-0.46925,0,3.27773,10.3809,3.39005,0,3.24397,3.39005,2155,1.32586,-2.1144,0,2.49572,2472.67,3.24397,-0.46925,0,3.27773,10.3809,3.39005,0,3.24397,3.39005,2155,1.32586,-2.1144,0,2.49572,2472.67,3.24397,-0.46925,0,3.27773,10.3809,3.39005,0,3.24397,3.39005,2155,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,906,1
1,907,1.32947,-2.53097,0,2.8589,2458.85,3.25737,-0.490723,0,3.29413,10.4142,3.38514,0,3.25737,3.38514,2160,1.32947,-2.53097,0,2.8589,2458.85,3.25737,-0.490723,0,3.29413,10.4142,3.38514,0,3.25737,3.38514,2160,1.32947,-2.53097,0,2.8589,2458.85,3.25737,-0.490723,0,3.29413,10.4142,3.38514,0,3.25737,3.38514,2160,1.32947,-2.53097,0,2.8589,2458.85,3.25737,-0.490723,0,3.29413,10.4142,3.38514,0,3.25737,3.38514,2160,1.32947,-2.53097,0,2.8589,2458.85,3.25737,-0.490723,0,3.29413,10.4142,3.38514,0,3.25737,3.38514,2160,1.32947,-2.53097,0,2.8589,2458.85,3.25737,-0.490723,0,3.29413,10.4142,3.38514,0,3.25737,3.38514,2160,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,907,1
1,908,1.16675,-3.69057,0,3.87061,2252.6,3.2703,-0.521107,0,3.31156,10.4483,3.37988,0,3.2703,3.37988,2162,1.16675,-3.69057,0,3.87061,2252.6,3.2703,-0.521107,0,3.31156,10.4483,3.37988,0,3.2703,3.37988,2162,1.16675,-3.69057,0,3.87061,2252.6,3.2703,-0.521107,0,3.31156,10.4483,3.37988,0,3.2703,3.37988,2162,1.16675,-3.69057,0,3.87061,2252.6,3.2703,-0.521107,0,3.31156,10.4483,3.37988,0,3.2703,3.37988,2162,1.16675,-3.69057,0,3.87061,2252.6,3.2703,-0.521107,0,3.31156,10.4483,3.37988,0,3.2703,3.37988,2162,1.16675,-3.69057,0,3.87061,2252.6,3.2703,-0.521107,0,3.31156,10.4483,3.37988,0,3.2703,3.37988,2162,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,908,1
1,909,0.812701,-5.44915,0,5.50942,1824.03,3.28138,-0.570431,0,3.3306,10.4847,3.37385,0,3.28138,3.37385,2161,0.812701,-5.44915,0,5.50942,1824.03,3.28138,-0.570431,0,3.3306,10.4847,3.37385,0,3.28138,3.37385,2161,0.812701,-5.44915,0,5.50942,1824.03,3.28138,-0.570431,0,3.3306,10.4847,3.37385,0,3.28138,3.37385,2161,0.812701,-5.44915,0,5.50942,1824.03,3.28138,-0.570431,0,3.3306,10.4847,3.37385,0,3.28138,3.37385,2161,0.812701,-5.44915,0,5.50942,1824.03,3.28138,-0.570431,0,3.3306,10.4847,3.37385,0,3.28138,3.37385,2161,0.812701,-5.44915,0,5.50942,1824.03,3.28138,-0.570431,0,3.3306,10.4847,3.37385,0,3.28138,3.37385,2161,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,909,1
1,910,-1.11483,-6.66682,0,6.75939,815.284,3.16854,-0.24323,0,3.17786,10.2946,3.31493,0,3.16854,3.31493,2131,-1.11483,-6.66682,0,6.75939,815.284,3.16854,-0.24323,0,3.17786,10.2946,3.31493,0,3.16854,3.31493,2131,-1.11483,-6.66682,0,6.75939,815.284,3.16854,-0.24323,0,3.17786,10.2946,3.31493,0,3.16854,3.31493,2131,-1.11483,-6.66682,0,6.75939,815.284,3.16854,-0.24323,0,3.17786,10.2946,3.31493,0,3.16854,3.31493,2131,-1.11483,-6.66682,0,6.75939,815.284,3.16854,-0.24323,0,3.17786,10.2946,3.31493,0,3.16854,3.31493,2131,-1.11483,-6.66682,0,6.75939,815.284,3.16854,-0.24323,0,3.17786,10.2946,3.31493,0,3.16854,3.31493,2131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,910,1
1,911,-0.489516,-5.13195,0,5.15524,62.421,4.08162,-0.390879,0,4.1003,11.2792,3.26435,0,4.08162,3.26435,1921,-0.489516,-5.13195,0,5.15524,62.421,4.08162,-0.390879,0,4.1003,11.2792,3.26435,0,4.08162,3.26435,1921,-0.489516,-5.13195,0,5.15524,62.421,4.08162,-0.390879,0,4.1003,11.2792,3.26435,0,4.08162,3.26435,1921,-0.489516,-5.13195,0,5.15524,62.421,4.08162,-0.390879,0,4.1003,11.2792,3.26435,0,4.08162,3.26435,1921,-0.489516,-5.13195,0,5.15524,62.421,4.08162,-0.390879,0,4.1003,11.2792,3.26435,0,4.08162,3.26435,1921,-0.489516,-5.13195,0,5.15524,62.421,4.08162,-0.390879,0,4.1003,11.2792,3.26435,0,4.08162,3.26435,1921,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,911,1
1,912,0.284085,-6.57104,0,6.57718,-417.776,4.07873,-0.449627,0,4.10344,11.3208,3.26009,0,4.07873,3.26009,1939,0.284085,-6.57104,0,6.57718,-417.776,4.07873,-0.449627,0,4.10344,11.3208,3.26009,0,4.07873,3.26009,1939,0.284085,-6.57104,0,6.57718,-417.776,4.07873,-0.449627,0,4.10344,11.3208,3.26009,0,4.07873,3.26009,1939,0.284085,-6.57104,0,6.57718,-417.776,4.07873,-0.449627,0,4.10344,11.3208,3.26009,0,4.07873,3.26009,1939,0.284085,-6.57104,0,6.57718,-417.776,4.07873,-0.449627,0,4.10344,11.3208,3.26009,0,4.07873,3.26009,1939,0.284085,-6.57104,0,6.57718,-417.776,4.07873,-0.449627,0,4.10344,11.3208,3.26009,0,4.07873,3.26009,1939,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,912,1
1,913,0.980857,-6.46744,0,6.54139,1122.45,3.98896,-0.873722,0,4.08353,11.1104,3.30372,0,3.98896,3.30372,1933,0.980857,-6.46744,0,6.54139,1122.45,3.98896,-0.873722,0,4.08353,11.1104,3.30372,0,3.98896,3.30372,1933,0.980857,-6.46744,0,6.54139,1122.45,3.98896,-0.873722,0,4.08353,11.1104,3.30372,0,3.98896,3.30372,1933,0.980857,-6.46744,0,6.54139,1122.45,3.98896,-0.873722,0,4.08353,11.1104,3.30372,0,3.98896,3.30372,1933,0.980857,-6.46744,0,6.54139,1122.45,3.98896,-0.873722,0,4.08353,11.1104,3.30372,0,3.98896,3.30372,1933,0.980857,-6.46744,0,6.54139,1122.45,3.98896,-0.873722,0,4.08353,11.1104,3.30372,0,3.98896,3.30372,1933,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,913,1
