N,Time,avg(Acceleration (0)),avg(Acceleration (1)),avg(Acceleration (2)),avg(Acceleration (Magnitude)),avg(Pressure),avg(Velocity (0)),avg(Velocity (1)),avg(Velocity (2)),avg(Velocity (Magnitude)),avg(X),avg(Y),avg(Z),avg(abs_V),avg(height),avg(vtkOriginalPointIds),max(Acceleration (0)),max(Acceleration (1)),max(Acceleration (2)),max(Acceleration (Magnitude)),max(Pressure),max(Velocity (0)),max(Velocity (1)),max(Velocity (2)),max(Velocity (Magnitude)),max(X),max(Y),max(Z),max(abs_V),max(height),max(vtkOriginalPointIds),med(Acceleration (0)),med(Acceleration (1)),med(Acceleration (2)),med(Acceleration (Magnitude)),med(Pressure),med(Velocity (0)),med(Velocity (1)),med(Velocity (2)),med(Velocity (Magnitude)),med(X),med(Y),med(Z),med(abs_V),med(height),med(vtkOriginalPointIds),min(Acceleration (0)),min(Acceleration (1)),min(Acceleration (2)),min(Acceleration (Magnitude)),min(Pressure),min(Velocity (0)),min(Velocity (1)),min(Velocity (2)),min(Velocity (Magnitude)),min(X),min(Y),min(Z),min(abs_V),min(height),min(vtkOriginalPointIds),q1(Acceleration (0)),q1(Acceleration (1)),q1(Acceleration (2)),q1(Acceleration (Magnitude)),q1(Pressure),q1(Velocity (0)),q1(Velocity (1)),q1(Velocity (2)),q1(Velocity (Magnitude)),q1(X),q1(Y),q1(Z),q1(abs_V),q1(height),q1(vtkOriginalPointIds),q3(Acceleration (0)),q3(Acceleration (1)),q3(Acceleration (2)),q3(Acceleration (Magnitude)),q3(Pressure),q3(Velocity (0)),q3(Velocity (1)),q3(Velocity (2)),q3(Velocity (Magnitude)),q3(X),q3(Y),q3(Z),q3(abs_V),q3(height),q3(vtkOriginalPointIds),std(Acceleration (0)),std(Acceleration (1)),std(Acceleration (2)),std(Acceleration (Magnitude)),std(Pressure),std(Velocity (0)),std(Velocity (1)),std(Velocity (2)),std(Velocity (Magnitude)),std(X),std(Y),std(Z),std(abs_V),std(height),std(vtkOriginalPointIds),Block Number,Row ID,vtkValidPointMask
1,212,0.54203,-2.9144,0,2.96437,2394.46,2.62461,0.182396,0,2.63094,5.67311,3.10337,0,2.62461,3.10337,528,0.54203,-2.9144,0,2.96437,2394.46,2.62461,0.182396,0,2.63094,5.67311,3.10337,0,2.62461,3.10337,528,0.54203,-2.9144,0,2.96437,2394.46,2.62461,0.182396,0,2.63094,5.67311,3.10337,0,2.62461,3.10337,528,0.54203,-2.9144,0,2.96437,2394.46,2.62461,0.182396,0,2.63094,5.67311,3.10337,0,2.62461,3.10337,528,0.54203,-2.9144,0,2.96437,2394.46,2.62461,0.182396,0,2.63094,5.67311,3.10337,0,2.62461,3.10337,528,0.54203,-2.9144,0,2.96437,2394.46,2.62461,0.182396,0,2.63094,5.67311,3.10337,0,2.62461,3.10337,528,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,212,1
1,213,-2.63455,-1.60078,0,3.08275,1937,3.08443,0.708316,0,3.16471,8.71595,3.12715,0,3.08443,3.12715,440,-2.63455,-1.60078,0,3.08275,1937,3.08443,0.708316,0,3.16471,8.71595,3.12715,0,3.08443,3.12715,440,-2.63455,-1.60078,0,3.08275,1937,3.08443,0.708316,0,3.16471,8.71595,3.12715,0,3.08443,3.12715,440,-2.63455,-1.60078,0,3.08275,1937,3.08443,0.708316,0,3.16471,8.71595,3.12715,0,3.08443,3.12715,440,-2.63455,-1.60078,0,3.08275,1937,3.08443,0.708316,0,3.16471,8.71595,3.12715,0,3.08443,3.12715,440,-2.63455,-1.60078,0,3.08275,1937,3.08443,0.708316,0,3.16471,8.71595,3.12715,0,3.08443,3.12715,440,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,213,1
1,214,-0.469614,-5.04849,0,5.07028,1052.1,3.01492,0.540713,0,3.06302,8.8468,3.15471,0,3.01492,3.15471,440,-0.469614,-5.04849,0,5.07028,1052.1,3.01492,0.540713,0,3.06302,8.8468,3.15471,0,3.01492,3.15471,440,-0.469614,-5.04849,0,5.07028,1052.1,3.01492,0.540713,0,3.06302,8.8468,3.15471,0,3.01492,3.15471,440,-0.469614,-5.04849,0,5.07028,1052.1,3.01492,0.540713,0,3.06302,8.8468,3.15471,0,3.01492,3.15471,440,-0.469614,-5.04849,0,5.07028,1052.1,3.01492,0.540713,0,3.06302,8.8468,3.15471,0,3.01492,3.15471,440,-0.469614,-5.04849,0,5.07028,1052.1,3.01492,0.540713,0,3.06302,8.8468,3.15471,0,3.01492,3.15471,440,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,214,1
1,215,-5.37041,-2.98628,0,6.14485,3639.05,2.87541,0.365746,0,2.89857,8.97336,3.1739,0,2.87541,3.1739,441,-5.37041,-2.98628,0,6.14485,3639.05,2.87541,0.365746,0,2.89857,8.97336,3.1739,0,2.87541,3.1739,441,-5.37041,-2.98628,0,6.14485,3639.05,2.87541,0.365746,0,2.89857,8.97336,3.1739,0,2.87541,3.1739,441,-5.37041,-2.98628,0,6.14485,3639.05,2.87541,0.365746,0,2.89857,8.97336,3.1739,0,2.87541,3.1739,441,-5.37041,-2.98628,0,6.14485,3639.05,2.87541,0.365746,0,2.89857,8.97336,3.1739,0,2.87541,3.1739,441,-5.37041,-2.98628,0,6.14485,3639.05,2.87541,0.365746,0,2.89857,8.97336,3.1739,0,2.87541,3.1739,441,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,215,1
1,216,-6.37717,-3.96006,0,7.50669,3443.26,2.56983,0.23915,0,2.58094,9.09026,3.18715,0,2.56983,3.18715,451,-6.37717,-3.96006,0,7.50669,3443.26,2.56983,0.23915,0,2.58094,9.09026,3.18715,0,2.56983,3.18715,451,-6.37717,-3.96006,0,7.50669,3443.26,2.56983,0.23915,0,2.58094,9.09026,3.18715,0,2.56983,3.18715,451,-6.37717,-3.96006,0,7.50669,3443.26,2.56983,0.23915,0,2.58094,9.09026,3.18715,0,2.56983,3.18715,451,-6.37717,-3.96006,0,7.50669,3443.26,2.56983,0.23915,0,2.58094,9.09026,3.18715,0,2.56983,3.18715,451,-6.37717,-3.96006,0,7.50669,3443.26,2.56983,0.23915,0,2.58094,9.09026,3.18715,0,2.56983,3.18715,451,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,216,1
1,217,-1.89328,-6.91308,0,7.16765,-53.6546,2.99522,0.45641,0,3.02979,9.41166,3.16853,0,2.99522,3.16853,442,-1.89328,-6.91308,0,7.16765,-53.6546,2.99522,0.45641,0,3.02979,9.41166,3.16853,0,2.99522,3.16853,442,-1.89328,-6.91308,0,7.16765,-53.6546,2.99522,0.45641,0,3.02979,9.41166,3.16853,0,2.99522,3.16853,442,-1.89328,-6.91308,0,7.16765,-53.6546,2.99522,0.45641,0,3.02979,9.41166,3.16853,0,2.99522,3.16853,442,-1.89328,-6.91308,0,7.16765,-53.6546,2.99522,0.45641,0,3.02979,9.41166,3.16853,0,2.99522,3.16853,442,-1.89328,-6.91308,0,7.16765,-53.6546,2.99522,0.45641,0,3.02979,9.41166,3.16853,0,2.99522,3.16853,442,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,217,1
1,218,-2.62757,-4.35307,0,5.08462,2558.25,2.42468,-0.32947,0,2.44696,9.30429,3.18451,0,2.42468,3.18451,457,-2.62757,-4.35307,0,5.08462,2558.25,2.42468,-0.32947,0,2.44696,9.30429,3.18451,0,2.42468,3.18451,457,-2.62757,-4.35307,0,5.08462,2558.25,2.42468,-0.32947,0,2.44696,9.30429,3.18451,0,2.42468,3.18451,457,-2.62757,-4.35307,0,5.08462,2558.25,2.42468,-0.32947,0,2.44696,9.30429,3.18451,0,2.42468,3.18451,457,-2.62757,-4.35307,0,5.08462,2558.25,2.42468,-0.32947,0,2.44696,9.30429,3.18451,0,2.42468,3.18451,457,-2.62757,-4.35307,0,5.08462,2558.25,2.42468,-0.32947,0,2.44696,9.30429,3.18451,0,2.42468,3.18451,457,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,218,1
1,219,5.28628,-2.05407,0,5.67132,2186.01,3.10948,0.099604,0,3.11107,9.67251,3.18883,0,3.10948,3.18883,444,5.28628,-2.05407,0,5.67132,2186.01,3.10948,0.099604,0,3.11107,9.67251,3.18883,0,3.10948,3.18883,444,5.28628,-2.05407,0,5.67132,2186.01,3.10948,0.099604,0,3.11107,9.67251,3.18883,0,3.10948,3.18883,444,5.28628,-2.05407,0,5.67132,2186.01,3.10948,0.099604,0,3.11107,9.67251,3.18883,0,3.10948,3.18883,444,5.28628,-2.05407,0,5.67132,2186.01,3.10948,0.099604,0,3.11107,9.67251,3.18883,0,3.10948,3.18883,444,5.28628,-2.05407,0,5.67132,2186.01,3.10948,0.099604,0,3.11107,9.67251,3.18883,0,3.10948,3.18883,444,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,219,1
1,220,-0.530667,-6.56022,0,6.58165,-364.059,3.20595,-0.078164,0,3.2069,9.80981,3.19028,0,3.20595,3.19028,455,-0.530667,-6.56022,0,6.58165,-364.059,3.20595,-0.078164,0,3.2069,9.80981,3.19028,0,3.20595,3.19028,455,-0.530667,-6.56022,0,6.58165,-364.059,3.20595,-0.078164,0,3.2069,9.80981,3.19028,0,3.20595,3.19028,455,-0.530667,-6.56022,0,6.58165,-364.059,3.20595,-0.078164,0,3.2069,9.80981,3.19028,0,3.20595,3.19028,455,-0.530667,-6.56022,0,6.58165,-364.059,3.20595,-0.078164,0,3.2069,9.80981,3.19028,0,3.20595,3.19028,455,-0.530667,-6.56022,0,6.58165,-364.059,3.20595,-0.078164,0,3.2069,9.80981,3.19028,0,3.20595,3.19028,455,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,220,1
1,221,5.57054,-3.77399,0,6.72859,-3615.46,3.27875,1.02622,0,3.4356,10.7077,3.25138,0,3.27875,3.25138,442,5.57054,-3.77399,0,6.72859,-3615.46,3.27875,1.02622,0,3.4356,10.7077,3.25138,0,3.27875,3.25138,442,5.57054,-3.77399,0,6.72859,-3615.46,3.27875,1.02622,0,3.4356,10.7077,3.25138,0,3.27875,3.25138,442,5.57054,-3.77399,0,6.72859,-3615.46,3.27875,1.02622,0,3.4356,10.7077,3.25138,0,3.27875,3.25138,442,5.57054,-3.77399,0,6.72859,-3615.46,3.27875,1.02622,0,3.4356,10.7077,3.25138,0,3.27875,3.25138,442,5.57054,-3.77399,0,6.72859,-3615.46,3.27875,1.02622,0,3.4356,10.7077,3.25138,0,3.27875,3.25138,442,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,221,1
1,222,0.958866,4.48475,0,4.58611,3641.33,2.72037,0.687739,0,2.80596,10.5922,3.2232,0,2.72037,3.2232,471,0.958866,4.48475,0,4.58611,3641.33,2.72037,0.687739,0,2.80596,10.5922,3.2232,0,2.72037,3.2232,471,0.958866,4.48475,0,4.58611,3641.33,2.72037,0.687739,0,2.80596,10.5922,3.2232,0,2.72037,3.2232,471,0.958866,4.48475,0,4.58611,3641.33,2.72037,0.687739,0,2.80596,10.5922,3.2232,0,2.72037,3.2232,471,0.958866,4.48475,0,4.58611,3641.33,2.72037,0.687739,0,2.80596,10.5922,3.2232,0,2.72037,3.2232,471,0.958866,4.48475,0,4.58611,3641.33,2.72037,0.687739,0,2.80596,10.5922,3.2232,0,2.72037,3.2232,471,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,222,1
1,223,-1.09857,-5.27745,0,5.39058,-1979.56,3.33393,0.470411,0,3.36696,11.0025,3.31997,0,3.33393,3.31997,452,-1.09857,-5.27745,0,5.39058,-1979.56,3.33393,0.470411,0,3.36696,11.0025,3.31997,0,3.33393,3.31997,452,-1.09857,-5.27745,0,5.39058,-1979.56,3.33393,0.470411,0,3.36696,11.0025,3.31997,0,3.33393,3.31997,452,-1.09857,-5.27745,0,5.39058,-1979.56,3.33393,0.470411,0,3.36696,11.0025,3.31997,0,3.33393,3.31997,452,-1.09857,-5.27745,0,5.39058,-1979.56,3.33393,0.470411,0,3.36696,11.0025,3.31997,0,3.33393,3.31997,452,-1.09857,-5.27745,0,5.39058,-1979.56,3.33393,0.470411,0,3.36696,11.0025,3.31997,0,3.33393,3.31997,452,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,223,1
1,224,-6.41679,-5.72744,0,8.60109,1003.09,2.51942,0.48299,0,2.5653,10.828,3.28046,0,2.51942,3.28046,493,-6.41679,-5.72744,0,8.60109,1003.09,2.51942,0.48299,0,2.5653,10.828,3.28046,0,2.51942,3.28046,493,-6.41679,-5.72744,0,8.60109,1003.09,2.51942,0.48299,0,2.5653,10.828,3.28046,0,2.51942,3.28046,493,-6.41679,-5.72744,0,8.60109,1003.09,2.51942,0.48299,0,2.5653,10.828,3.28046,0,2.51942,3.28046,493,-6.41679,-5.72744,0,8.60109,1003.09,2.51942,0.48299,0,2.5653,10.828,3.28046,0,2.51942,3.28046,493,-6.41679,-5.72744,0,8.60109,1003.09,2.51942,0.48299,0,2.5653,10.828,3.28046,0,2.51942,3.28046,493,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,224,1
1,225,-0.729003,6.41726,0,6.45854,6813.21,3.35985,0.910339,0,3.48099,11.2973,3.37144,0,3.35985,3.37144,459,-0.729003,6.41726,0,6.45854,6813.21,3.35985,0.910339,0,3.48099,11.2973,3.37144,0,3.35985,3.37144,459,-0.729003,6.41726,0,6.45854,6813.21,3.35985,0.910339,0,3.48099,11.2973,3.37144,0,3.35985,3.37144,459,-0.729003,6.41726,0,6.45854,6813.21,3.35985,0.910339,0,3.48099,11.2973,3.37144,0,3.35985,3.37144,459,-0.729003,6.41726,0,6.45854,6813.21,3.35985,0.910339,0,3.48099,11.2973,3.37144,0,3.35985,3.37144,459,-0.729003,6.41726,0,6.45854,6813.21,3.35985,0.910339,0,3.48099,11.2973,3.37144,0,3.35985,3.37144,459,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,225,1
1,226,0.099945,-6.596,0,6.59676,309.778,3.34982,0.889518,0,3.46591,11.4433,3.41271,0,3.34982,3.41271,470,0.099945,-6.596,0,6.59676,309.778,3.34982,0.889518,0,3.46591,11.4433,3.41271,0,3.34982,3.41271,470,0.099945,-6.596,0,6.59676,309.778,3.34982,0.889518,0,3.46591,11.4433,3.41271,0,3.34982,3.41271,470,0.099945,-6.596,0,6.59676,309.778,3.34982,0.889518,0,3.46591,11.4433,3.41271,0,3.34982,3.41271,470,0.099945,-6.596,0,6.59676,309.778,3.34982,0.889518,0,3.46591,11.4433,3.41271,0,3.34982,3.41271,470,0.099945,-6.596,0,6.59676,309.778,3.34982,0.889518,0,3.46591,11.4433,3.41271,0,3.34982,3.41271,470,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,226,1
1,227,-0.913058,-5.95394,0,6.02354,455.121,2.41018,0.39821,0,2.44286,11.141,3.32924,0,2.41018,3.32924,525,-0.913058,-5.95394,0,6.02354,455.121,2.41018,0.39821,0,2.44286,11.141,3.32924,0,2.41018,3.32924,525,-0.913058,-5.95394,0,6.02354,455.121,2.41018,0.39821,0,2.44286,11.141,3.32924,0,2.41018,3.32924,525,-0.913058,-5.95394,0,6.02354,455.121,2.41018,0.39821,0,2.44286,11.141,3.32924,0,2.41018,3.32924,525,-0.913058,-5.95394,0,6.02354,455.121,2.41018,0.39821,0,2.44286,11.141,3.32924,0,2.41018,3.32924,525,-0.913058,-5.95394,0,6.02354,455.121,2.41018,0.39821,0,2.44286,11.141,3.32924,0,2.41018,3.32924,525,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,227,1
1,228,-0.114064,-4.07796,0,4.07955,998.356,3.35093,0.127343,0,3.35335,11.7358,3.45561,0,3.35093,3.45561,496,-0.114064,-4.07796,0,4.07955,998.356,3.35093,0.127343,0,3.35335,11.7358,3.45561,0,3.35093,3.45561,496,-0.114064,-4.07796,0,4.07955,998.356,3.35093,0.127343,0,3.35335,11.7358,3.45561,0,3.35093,3.45561,496,-0.114064,-4.07796,0,4.07955,998.356,3.35093,0.127343,0,3.35335,11.7358,3.45561,0,3.35093,3.45561,496,-0.114064,-4.07796,0,4.07955,998.356,3.35093,0.127343,0,3.35335,11.7358,3.45561,0,3.35093,3.45561,496,-0.114064,-4.07796,0,4.07955,998.356,3.35093,0.127343,0,3.35335,11.7358,3.45561,0,3.35093,3.45561,496,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,228,1
1,229,1.1577,3.35462,0,3.54876,4566.54,3.37033,0.159216,0,3.37408,11.882,3.46065,0,3.37033,3.46065,493,1.1577,3.35462,0,3.54876,4566.54,3.37033,0.159216,0,3.37408,11.882,3.46065,0,3.37033,3.46065,493,1.1577,3.35462,0,3.54876,4566.54,3.37033,0.159216,0,3.37408,11.882,3.46065,0,3.37033,3.46065,493,1.1577,3.35462,0,3.54876,4566.54,3.37033,0.159216,0,3.37408,11.882,3.46065,0,3.37033,3.46065,493,1.1577,3.35462,0,3.54876,4566.54,3.37033,0.159216,0,3.37408,11.882,3.46065,0,3.37033,3.46065,493,1.1577,3.35462,0,3.54876,4566.54,3.37033,0.159216,0,3.37408,11.882,3.46065,0,3.37033,3.46065,493,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,229,1
1,230,1.79029,-2.32259,0,2.9325,2232.3,3.45281,0.244539,0,3.46145,12.0319,3.47047,0,3.45281,3.47047,508,1.79029,-2.32259,0,2.9325,2232.3,3.45281,0.244539,0,3.46145,12.0319,3.47047,0,3.45281,3.47047,508,1.79029,-2.32259,0,2.9325,2232.3,3.45281,0.244539,0,3.46145,12.0319,3.47047,0,3.45281,3.47047,508,1.79029,-2.32259,0,2.9325,2232.3,3.45281,0.244539,0,3.46145,12.0319,3.47047,0,3.45281,3.47047,508,1.79029,-2.32259,0,2.9325,2232.3,3.45281,0.244539,0,3.46145,12.0319,3.47047,0,3.45281,3.47047,508,1.79029,-2.32259,0,2.9325,2232.3,3.45281,0.244539,0,3.46145,12.0319,3.47047,0,3.45281,3.47047,508,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,230,1
1,231,4.33541,-1.85748,0,4.71656,3316.53,2.66774,0.766504,0,2.77568,12.7276,3.24701,0,2.66774,3.24701,564,4.33541,-1.85748,0,4.71656,3316.53,2.66774,0.766504,0,2.77568,12.7276,3.24701,0,2.66774,3.24701,564,4.33541,-1.85748,0,4.71656,3316.53,2.66774,0.766504,0,2.77568,12.7276,3.24701,0,2.66774,3.24701,564,4.33541,-1.85748,0,4.71656,3316.53,2.66774,0.766504,0,2.77568,12.7276,3.24701,0,2.66774,3.24701,564,4.33541,-1.85748,0,4.71656,3316.53,2.66774,0.766504,0,2.77568,12.7276,3.24701,0,2.66774,3.24701,564,4.33541,-1.85748,0,4.71656,3316.53,2.66774,0.766504,0,2.77568,12.7276,3.24701,0,2.66774,3.24701,564,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,231,1
1,232,2.04528,-2.90261,0,3.55081,1737.4,2.84943,0.701103,0,2.93442,12.8509,3.28004,0,2.84943,3.28004,566,2.04528,-2.90261,0,3.55081,1737.4,2.84943,0.701103,0,2.93442,12.8509,3.28004,0,2.84943,3.28004,566,2.04528,-2.90261,0,3.55081,1737.4,2.84943,0.701103,0,2.93442,12.8509,3.28004,0,2.84943,3.28004,566,2.04528,-2.90261,0,3.55081,1737.4,2.84943,0.701103,0,2.93442,12.8509,3.28004,0,2.84943,3.28004,566,2.04528,-2.90261,0,3.55081,1737.4,2.84943,0.701103,0,2.93442,12.8509,3.28004,0,2.84943,3.28004,566,2.04528,-2.90261,0,3.55081,1737.4,2.84943,0.701103,0,2.93442,12.8509,3.28004,0,2.84943,3.28004,566,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,232,1
1,233,2.63577,-6.87016,0,7.35843,-2150.68,2.91526,0.451607,0,2.95004,12.9785,3.30645,0,2.91526,3.30645,582,2.63577,-6.87016,0,7.35843,-2150.68,2.91526,0.451607,0,2.95004,12.9785,3.30645,0,2.91526,3.30645,582,2.63577,-6.87016,0,7.35843,-2150.68,2.91526,0.451607,0,2.95004,12.9785,3.30645,0,2.91526,3.30645,582,2.63577,-6.87016,0,7.35843,-2150.68,2.91526,0.451607,0,2.95004,12.9785,3.30645,0,2.91526,3.30645,582,2.63577,-6.87016,0,7.35843,-2150.68,2.91526,0.451607,0,2.95004,12.9785,3.30645,0,2.91526,3.30645,582,2.63577,-6.87016,0,7.35843,-2150.68,2.91526,0.451607,0,2.95004,12.9785,3.30645,0,2.91526,3.30645,582,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,233,1
1,234,7.89713,-1.62916,0,8.06343,980.795,3.17975,0.286053,0,3.19259,13.1117,3.32201,0,3.17975,3.32201,572,7.89713,-1.62916,0,8.06343,980.795,3.17975,0.286053,0,3.19259,13.1117,3.32201,0,3.17975,3.32201,572,7.89713,-1.62916,0,8.06343,980.795,3.17975,0.286053,0,3.19259,13.1117,3.32201,0,3.17975,3.32201,572,7.89713,-1.62916,0,8.06343,980.795,3.17975,0.286053,0,3.19259,13.1117,3.32201,0,3.17975,3.32201,572,7.89713,-1.62916,0,8.06343,980.795,3.17975,0.286053,0,3.19259,13.1117,3.32201,0,3.17975,3.32201,572,7.89713,-1.62916,0,8.06343,980.795,3.17975,0.286053,0,3.19259,13.1117,3.32201,0,3.17975,3.32201,572,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,234,1
1,235,-4.78735,-3.17357,0,5.74371,2824.53,2.63951,0.094003,0,2.64118,12.7558,3.3766,0,2.63951,3.3766,515,-4.78735,-3.17357,0,5.74371,2824.53,2.63951,0.094003,0,2.64118,12.7558,3.3766,0,2.63951,3.3766,515,-4.78735,-3.17357,0,5.74371,2824.53,2.63951,0.094003,0,2.64118,12.7558,3.3766,0,2.63951,3.3766,515,-4.78735,-3.17357,0,5.74371,2824.53,2.63951,0.094003,0,2.64118,12.7558,3.3766,0,2.63951,3.3766,515,-4.78735,-3.17357,0,5.74371,2824.53,2.63951,0.094003,0,2.64118,12.7558,3.3766,0,2.63951,3.3766,515,-4.78735,-3.17357,0,5.74371,2824.53,2.63951,0.094003,0,2.64118,12.7558,3.3766,0,2.63951,3.3766,515,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,235,1
1,236,-3.43099,-6.8569,0,7.66739,-2972.84,2.99685,-0.134623,0,2.99987,13.0856,3.24338,0,2.99685,3.24338,555,-3.43099,-6.8569,0,7.66739,-2972.84,2.99685,-0.134623,0,2.99987,13.0856,3.24338,0,2.99685,3.24338,555,-3.43099,-6.8569,0,7.66739,-2972.84,2.99685,-0.134623,0,2.99987,13.0856,3.24338,0,2.99685,3.24338,555,-3.43099,-6.8569,0,7.66739,-2972.84,2.99685,-0.134623,0,2.99987,13.0856,3.24338,0,2.99685,3.24338,555,-3.43099,-6.8569,0,7.66739,-2972.84,2.99685,-0.134623,0,2.99987,13.0856,3.24338,0,2.99685,3.24338,555,-3.43099,-6.8569,0,7.66739,-2972.84,2.99685,-0.134623,0,2.99987,13.0856,3.24338,0,2.99685,3.24338,555,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,236,1
1,237,-2.47389,-4.77571,0,5.37843,1421.57,2.85724,-0.418405,0,2.88771,13.2146,3.23116,0,2.85724,3.23116,555,-2.47389,-4.77571,0,5.37843,1421.57,2.85724,-0.418405,0,2.88771,13.2146,3.23116,0,2.85724,3.23116,555,-2.47389,-4.77571,0,5.37843,1421.57,2.85724,-0.418405,0,2.88771,13.2146,3.23116,0,2.85724,3.23116,555,-2.47389,-4.77571,0,5.37843,1421.57,2.85724,-0.418405,0,2.88771,13.2146,3.23116,0,2.85724,3.23116,555,-2.47389,-4.77571,0,5.37843,1421.57,2.85724,-0.418405,0,2.88771,13.2146,3.23116,0,2.85724,3.23116,555,-2.47389,-4.77571,0,5.37843,1421.57,2.85724,-0.418405,0,2.88771,13.2146,3.23116,0,2.85724,3.23116,555,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,237,1
1,238,1.31414,-0.564127,0,1.4301,2601.63,3.29867,-0.532544,0,3.34139,13.6998,3.31948,0,3.29867,3.31948,560,1.31414,-0.564127,0,1.4301,2601.63,3.29867,-0.532544,0,3.34139,13.6998,3.31948,0,3.29867,3.31948,560,1.31414,-0.564127,0,1.4301,2601.63,3.29867,-0.532544,0,3.34139,13.6998,3.31948,0,3.29867,3.31948,560,1.31414,-0.564127,0,1.4301,2601.63,3.29867,-0.532544,0,3.34139,13.6998,3.31948,0,3.29867,3.31948,560,1.31414,-0.564127,0,1.4301,2601.63,3.29867,-0.532544,0,3.34139,13.6998,3.31948,0,3.29867,3.31948,560,1.31414,-0.564127,0,1.4301,2601.63,3.29867,-0.532544,0,3.34139,13.6998,3.31948,0,3.29867,3.31948,560,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,238,1
1,239,0.338121,4.47125,0,4.48402,7304.67,3.33547,-0.395633,0,3.35885,13.8464,3.29809,0,3.33547,3.29809,563,0.338121,4.47125,0,4.48402,7304.67,3.33547,-0.395633,0,3.35885,13.8464,3.29809,0,3.33547,3.29809,563,0.338121,4.47125,0,4.48402,7304.67,3.33547,-0.395633,0,3.35885,13.8464,3.29809,0,3.33547,3.29809,563,0.338121,4.47125,0,4.48402,7304.67,3.33547,-0.395633,0,3.35885,13.8464,3.29809,0,3.33547,3.29809,563,0.338121,4.47125,0,4.48402,7304.67,3.33547,-0.395633,0,3.35885,13.8464,3.29809,0,3.33547,3.29809,563,0.338121,4.47125,0,4.48402,7304.67,3.33547,-0.395633,0,3.35885,13.8464,3.29809,0,3.33547,3.29809,563,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,239,1
1,240,-1.11519,2.42742,0,2.67134,7156.51,3.31026,-0.232934,0,3.31845,13.9917,3.28458,0,3.31026,3.28458,541,-1.11519,2.42742,0,2.67134,7156.51,3.31026,-0.232934,0,3.31845,13.9917,3.28458,0,3.31026,3.28458,541,-1.11519,2.42742,0,2.67134,7156.51,3.31026,-0.232934,0,3.31845,13.9917,3.28458,0,3.31026,3.28458,541,-1.11519,2.42742,0,2.67134,7156.51,3.31026,-0.232934,0,3.31845,13.9917,3.28458,0,3.31026,3.28458,541,-1.11519,2.42742,0,2.67134,7156.51,3.31026,-0.232934,0,3.31845,13.9917,3.28458,0,3.31026,3.28458,541,-1.11519,2.42742,0,2.67134,7156.51,3.31026,-0.232934,0,3.31845,13.9917,3.28458,0,3.31026,3.28458,541,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,240,1
1,241,-2.56149,4.47316,0,5.15465,6295.21,3.2306,-0.093993,0,3.23197,14.1369,3.27682,0,3.2306,3.27682,528,-2.56149,4.47316,0,5.15465,6295.21,3.2306,-0.093993,0,3.23197,14.1369,3.27682,0,3.2306,3.27682,528,-2.56149,4.47316,0,5.15465,6295.21,3.2306,-0.093993,0,3.23197,14.1369,3.27682,0,3.2306,3.27682,528,-2.56149,4.47316,0,5.15465,6295.21,3.2306,-0.093993,0,3.23197,14.1369,3.27682,0,3.2306,3.27682,528,-2.56149,4.47316,0,5.15465,6295.21,3.2306,-0.093993,0,3.23197,14.1369,3.27682,0,3.2306,3.27682,528,-2.56149,4.47316,0,5.15465,6295.21,3.2306,-0.093993,0,3.23197,14.1369,3.27682,0,3.2306,3.27682,528,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,241,1
