N,Time,avg(Acceleration (0)),avg(Acceleration (1)),avg(Acceleration (2)),avg(Acceleration (Magnitude)),avg(Pressure),avg(Velocity (0)),avg(Velocity (1)),avg(Velocity (2)),avg(Velocity (Magnitude)),avg(X),avg(Y),avg(Z),avg(abs_v),avg(height),avg(vtkOriginalPointIds),max(Acceleration (0)),max(Acceleration (1)),max(Acceleration (2)),max(Acceleration (Magnitude)),max(Pressure),max(Velocity (0)),max(Velocity (1)),max(Velocity (2)),max(Velocity (Magnitude)),max(X),max(Y),max(Z),max(abs_v),max(height),max(vtkOriginalPointIds),med(Acceleration (0)),med(Acceleration (1)),med(Acceleration (2)),med(Acceleration (Magnitude)),med(Pressure),med(Velocity (0)),med(Velocity (1)),med(Velocity (2)),med(Velocity (Magnitude)),med(X),med(Y),med(Z),med(abs_v),med(height),med(vtkOriginalPointIds),min(Acceleration (0)),min(Acceleration (1)),min(Acceleration (2)),min(Acceleration (Magnitude)),min(Pressure),min(Velocity (0)),min(Velocity (1)),min(Velocity (2)),min(Velocity (Magnitude)),min(X),min(Y),min(Z),min(abs_v),min(height),min(vtkOriginalPointIds),q1(Acceleration (0)),q1(Acceleration (1)),q1(Acceleration (2)),q1(Acceleration (Magnitude)),q1(Pressure),q1(Velocity (0)),q1(Velocity (1)),q1(Velocity (2)),q1(Velocity (Magnitude)),q1(X),q1(Y),q1(Z),q1(abs_v),q1(height),q1(vtkOriginalPointIds),q3(Acceleration (0)),q3(Acceleration (1)),q3(Acceleration (2)),q3(Acceleration (Magnitude)),q3(Pressure),q3(Velocity (0)),q3(Velocity (1)),q3(Velocity (2)),q3(Velocity (Magnitude)),q3(X),q3(Y),q3(Z),q3(abs_v),q3(height),q3(vtkOriginalPointIds),std(Acceleration (0)),std(Acceleration (1)),std(Acceleration (2)),std(Acceleration (Magnitude)),std(Pressure),std(Velocity (0)),std(Velocity (1)),std(Velocity (2)),std(Velocity (Magnitude)),std(X),std(Y),std(Z),std(abs_v),std(height),std(vtkOriginalPointIds),Block Number,Row ID,vtkValidPointMask
1,10,-4.38544,-3.27034,0,5.47057,742.175,-0.549371,-1.36844,0,1.4746,0.112514,4.71392,0,0.549371,4.71392,341,-4.38544,-3.27034,0,5.47057,742.175,-0.549371,-1.36844,0,1.4746,0.112514,4.71392,0,0.549371,4.71392,341,-4.38544,-3.27034,0,5.47057,742.175,-0.549371,-1.36844,0,1.4746,0.112514,4.71392,0,0.549371,4.71392,341,-4.38544,-3.27034,0,5.47057,742.175,-0.549371,-1.36844,0,1.4746,0.112514,4.71392,0,0.549371,4.71392,341,-4.38544,-3.27034,0,5.47057,742.175,-0.549371,-1.36844,0,1.4746,0.112514,4.71392,0,0.549371,4.71392,341,-4.38544,-3.27034,0,5.47057,742.175,-0.549371,-1.36844,0,1.4746,0.112514,4.71392,0,0.549371,4.71392,341,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,10,1
1,11,-4.42905,-2.50442,0,5.08808,845.713,-0.627947,-1.44941,0,1.57959,0.103337,4.69187,0,0.627947,4.69187,289,-4.42905,-2.50442,0,5.08808,845.713,-0.627947,-1.44941,0,1.57959,0.103337,4.69187,0,0.627947,4.69187,289,-4.42905,-2.50442,0,5.08808,845.713,-0.627947,-1.44941,0,1.57959,0.103337,4.69187,0,0.627947,4.69187,289,-4.42905,-2.50442,0,5.08808,845.713,-0.627947,-1.44941,0,1.57959,0.103337,4.69187,0,0.627947,4.69187,289,-4.42905,-2.50442,0,5.08808,845.713,-0.627947,-1.44941,0,1.57959,0.103337,4.69187,0,0.627947,4.69187,289,-4.42905,-2.50442,0,5.08808,845.713,-0.627947,-1.44941,0,1.57959,0.103337,4.69187,0,0.627947,4.69187,289,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,11,1
1,12,-2.92163,0.499456,0,2.96401,1422.76,-0.700637,-1.50552,0,1.66057,0.093068,4.66898,0,0.700637,4.66898,234,-2.92163,0.499456,0,2.96401,1422.76,-0.700637,-1.50552,0,1.66057,0.093068,4.66898,0,0.700637,4.66898,234,-2.92163,0.499456,0,2.96401,1422.76,-0.700637,-1.50552,0,1.66057,0.093068,4.66898,0,0.700637,4.66898,234,-2.92163,0.499456,0,2.96401,1422.76,-0.700637,-1.50552,0,1.66057,0.093068,4.66898,0,0.700637,4.66898,234,-2.92163,0.499456,0,2.96401,1422.76,-0.700637,-1.50552,0,1.66057,0.093068,4.66898,0,0.700637,4.66898,234,-2.92163,0.499456,0,2.96401,1422.76,-0.700637,-1.50552,0,1.66057,0.093068,4.66898,0,0.700637,4.66898,234,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,12,1
1,13,0.005964,4.50977,0,4.50978,2173.88,-0.744,-1.50999,0,1.68333,0.082021,4.64591,0,0.744,4.64591,211,0.005964,4.50977,0,4.50978,2173.88,-0.744,-1.50999,0,1.68333,0.082021,4.64591,0,0.744,4.64591,211,0.005964,4.50977,0,4.50978,2173.88,-0.744,-1.50999,0,1.68333,0.082021,4.64591,0,0.744,4.64591,211,0.005964,4.50977,0,4.50978,2173.88,-0.744,-1.50999,0,1.68333,0.082021,4.64591,0,0.744,4.64591,211,0.005964,4.50977,0,4.50978,2173.88,-0.744,-1.50999,0,1.68333,0.082021,4.64591,0,0.744,4.64591,211,0.005964,4.50977,0,4.50978,2173.88,-0.744,-1.50999,0,1.68333,0.082021,4.64591,0,0.744,4.64591,211,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,13,1
1,14,2.22663,6.4211,0,6.79621,2550.15,-0.753928,-1.47229,0,1.6541,0.070776,4.62355,0,0.753928,4.62355,202,2.22663,6.4211,0,6.79621,2550.15,-0.753928,-1.47229,0,1.6541,0.070776,4.62355,0,0.753928,4.62355,202,2.22663,6.4211,0,6.79621,2550.15,-0.753928,-1.47229,0,1.6541,0.070776,4.62355,0,0.753928,4.62355,202,2.22663,6.4211,0,6.79621,2550.15,-0.753928,-1.47229,0,1.6541,0.070776,4.62355,0,0.753928,4.62355,202,2.22663,6.4211,0,6.79621,2550.15,-0.753928,-1.47229,0,1.6541,0.070776,4.62355,0,0.753928,4.62355,202,2.22663,6.4211,0,6.79621,2550.15,-0.753928,-1.47229,0,1.6541,0.070776,4.62355,0,0.753928,4.62355,202,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,14,1
1,15,3.85709,6.65869,0,7.69515,2759.95,-0.742305,-1.42096,0,1.60317,0.059731,4.60223,0,0.742305,4.60223,255,3.85709,6.65869,0,7.69515,2759.95,-0.742305,-1.42096,0,1.60317,0.059731,4.60223,0,0.742305,4.60223,255,3.85709,6.65869,0,7.69515,2759.95,-0.742305,-1.42096,0,1.60317,0.059731,4.60223,0,0.742305,4.60223,255,3.85709,6.65869,0,7.69515,2759.95,-0.742305,-1.42096,0,1.60317,0.059731,4.60223,0,0.742305,4.60223,255,3.85709,6.65869,0,7.69515,2759.95,-0.742305,-1.42096,0,1.60317,0.059731,4.60223,0,0.742305,4.60223,255,3.85709,6.65869,0,7.69515,2759.95,-0.742305,-1.42096,0,1.60317,0.059731,4.60223,0,0.742305,4.60223,255,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,15,1
1,16,-1.86974,1.2973,0,2.27573,1434.47,-0.18055,-2.48971,0,2.49625,0.282116,4.48475,0,0.18055,4.48475,287,-1.86974,1.2973,0,2.27573,1434.47,-0.18055,-2.48971,0,2.49625,0.282116,4.48475,0,0.18055,4.48475,287,-1.86974,1.2973,0,2.27573,1434.47,-0.18055,-2.48971,0,2.49625,0.282116,4.48475,0,0.18055,4.48475,287,-1.86974,1.2973,0,2.27573,1434.47,-0.18055,-2.48971,0,2.49625,0.282116,4.48475,0,0.18055,4.48475,287,-1.86974,1.2973,0,2.27573,1434.47,-0.18055,-2.48971,0,2.49625,0.282116,4.48475,0,0.18055,4.48475,287,-1.86974,1.2973,0,2.27573,1434.47,-0.18055,-2.48971,0,2.49625,0.282116,4.48475,0,0.18055,4.48475,287,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,16,1
1,17,-1.41935,6.47963,0,6.63326,3409.2,-0.208666,-2.29661,0,2.30607,0.285608,4.32774,0,0.208666,4.32774,311,-1.41935,6.47963,0,6.63326,3409.2,-0.208666,-2.29661,0,2.30607,0.285608,4.32774,0,0.208666,4.32774,311,-1.41935,6.47963,0,6.63326,3409.2,-0.208666,-2.29661,0,2.30607,0.285608,4.32774,0,0.208666,4.32774,311,-1.41935,6.47963,0,6.63326,3409.2,-0.208666,-2.29661,0,2.30607,0.285608,4.32774,0,0.208666,4.32774,311,-1.41935,6.47963,0,6.63326,3409.2,-0.208666,-2.29661,0,2.30607,0.285608,4.32774,0,0.208666,4.32774,311,-1.41935,6.47963,0,6.63326,3409.2,-0.208666,-2.29661,0,2.30607,0.285608,4.32774,0,0.208666,4.32774,311,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,17,1
1,18,3.51789,-3.09117,0,4.68304,2587.22,0.18476,-2.47927,0,2.48615,2.4055,4.1406,0,0.18476,4.1406,479,3.51789,-3.09117,0,4.68304,2587.22,0.18476,-2.47927,0,2.48615,2.4055,4.1406,0,0.18476,4.1406,479,3.51789,-3.09117,0,4.68304,2587.22,0.18476,-2.47927,0,2.48615,2.4055,4.1406,0,0.18476,4.1406,479,3.51789,-3.09117,0,4.68304,2587.22,0.18476,-2.47927,0,2.48615,2.4055,4.1406,0,0.18476,4.1406,479,3.51789,-3.09117,0,4.68304,2587.22,0.18476,-2.47927,0,2.48615,2.4055,4.1406,0,0.18476,4.1406,479,3.51789,-3.09117,0,4.68304,2587.22,0.18476,-2.47927,0,2.48615,2.4055,4.1406,0,0.18476,4.1406,479,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,18,1
1,19,3.52135,-1.47813,0,3.819,2821.25,0.215003,-2.43423,0,2.44371,2.25743,4.10868,0,0.215003,4.10868,497,3.52135,-1.47813,0,3.819,2821.25,0.215003,-2.43423,0,2.44371,2.25743,4.10868,0,0.215003,4.10868,497,3.52135,-1.47813,0,3.819,2821.25,0.215003,-2.43423,0,2.44371,2.25743,4.10868,0,0.215003,4.10868,497,3.52135,-1.47813,0,3.819,2821.25,0.215003,-2.43423,0,2.44371,2.25743,4.10868,0,0.215003,4.10868,497,3.52135,-1.47813,0,3.819,2821.25,0.215003,-2.43423,0,2.44371,2.25743,4.10868,0,0.215003,4.10868,497,3.52135,-1.47813,0,3.819,2821.25,0.215003,-2.43423,0,2.44371,2.25743,4.10868,0,0.215003,4.10868,497,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,19,1
1,20,3.542,-0.611359,0,3.59437,3002.19,0.265133,-2.4507,0,2.465,2.26082,4.07405,0,0.265133,4.07405,524,3.542,-0.611359,0,3.59437,3002.19,0.265133,-2.4507,0,2.465,2.26082,4.07405,0,0.265133,4.07405,524,3.542,-0.611359,0,3.59437,3002.19,0.265133,-2.4507,0,2.465,2.26082,4.07405,0,0.265133,4.07405,524,3.542,-0.611359,0,3.59437,3002.19,0.265133,-2.4507,0,2.465,2.26082,4.07405,0,0.265133,4.07405,524,3.542,-0.611359,0,3.59437,3002.19,0.265133,-2.4507,0,2.465,2.26082,4.07405,0,0.265133,4.07405,524,3.542,-0.611359,0,3.59437,3002.19,0.265133,-2.4507,0,2.465,2.26082,4.07405,0,0.265133,4.07405,524,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,20,1
1,21,3.50647,0.559094,0,3.55076,3770.21,0.315427,-2.45249,0,2.47269,2.26493,4.03911,0,0.315427,4.03911,536,3.50647,0.559094,0,3.55076,3770.21,0.315427,-2.45249,0,2.47269,2.26493,4.03911,0,0.315427,4.03911,536,3.50647,0.559094,0,3.55076,3770.21,0.315427,-2.45249,0,2.47269,2.26493,4.03911,0,0.315427,4.03911,536,3.50647,0.559094,0,3.55076,3770.21,0.315427,-2.45249,0,2.47269,2.26493,4.03911,0,0.315427,4.03911,536,3.50647,0.559094,0,3.55076,3770.21,0.315427,-2.45249,0,2.47269,2.26493,4.03911,0,0.315427,4.03911,536,3.50647,0.559094,0,3.55076,3770.21,0.315427,-2.45249,0,2.47269,2.26493,4.03911,0,0.315427,4.03911,536,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,21,1
1,22,3.45993,1.75764,0,3.88078,4666.13,0.365112,-2.4382,0,2.46538,2.26978,4.00414,0,0.365112,4.00414,543,3.45993,1.75764,0,3.88078,4666.13,0.365112,-2.4382,0,2.46538,2.26978,4.00414,0,0.365112,4.00414,543,3.45993,1.75764,0,3.88078,4666.13,0.365112,-2.4382,0,2.46538,2.26978,4.00414,0,0.365112,4.00414,543,3.45993,1.75764,0,3.88078,4666.13,0.365112,-2.4382,0,2.46538,2.26978,4.00414,0,0.365112,4.00414,543,3.45993,1.75764,0,3.88078,4666.13,0.365112,-2.4382,0,2.46538,2.26978,4.00414,0,0.365112,4.00414,543,3.45993,1.75764,0,3.88078,4666.13,0.365112,-2.4382,0,2.46538,2.26978,4.00414,0,0.365112,4.00414,543,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,22,1
1,23,3.61042,2.70044,0,4.50861,5064.79,0.41558,-2.40942,0,2.445,2.27535,3.96936,0,0.41558,3.96936,546,3.61042,2.70044,0,4.50861,5064.79,0.41558,-2.40942,0,2.445,2.27535,3.96936,0,0.41558,3.96936,546,3.61042,2.70044,0,4.50861,5064.79,0.41558,-2.40942,0,2.445,2.27535,3.96936,0,0.41558,3.96936,546,3.61042,2.70044,0,4.50861,5064.79,0.41558,-2.40942,0,2.445,2.27535,3.96936,0,0.41558,3.96936,546,3.61042,2.70044,0,4.50861,5064.79,0.41558,-2.40942,0,2.445,2.27535,3.96936,0,0.41558,3.96936,546,3.61042,2.70044,0,4.50861,5064.79,0.41558,-2.40942,0,2.445,2.27535,3.96936,0,0.41558,3.96936,546,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,23,1
1,24,5.0966,-4.13902,0,6.56558,940.752,0.429551,-3.26021,0,3.28839,2.87537,4.02203,0,0.429551,4.02203,612,5.0966,-4.13902,0,6.56558,940.752,0.429551,-3.26021,0,3.28839,2.87537,4.02203,0,0.429551,4.02203,612,5.0966,-4.13902,0,6.56558,940.752,0.429551,-3.26021,0,3.28839,2.87537,4.02203,0,0.429551,4.02203,612,5.0966,-4.13902,0,6.56558,940.752,0.429551,-3.26021,0,3.28839,2.87537,4.02203,0,0.429551,4.02203,612,5.0966,-4.13902,0,6.56558,940.752,0.429551,-3.26021,0,3.28839,2.87537,4.02203,0,0.429551,4.02203,612,5.0966,-4.13902,0,6.56558,940.752,0.429551,-3.26021,0,3.28839,2.87537,4.02203,0,0.429551,4.02203,612,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,24,1
1,25,3.78774,-1.98807,0,4.27778,1543.42,0.470943,-3.02657,0,3.06299,2.7319,3.99512,0,0.470943,3.99512,609,3.78774,-1.98807,0,4.27778,1543.42,0.470943,-3.02657,0,3.06299,2.7319,3.99512,0,0.470943,3.99512,609,3.78774,-1.98807,0,4.27778,1543.42,0.470943,-3.02657,0,3.06299,2.7319,3.99512,0,0.470943,3.99512,609,3.78774,-1.98807,0,4.27778,1543.42,0.470943,-3.02657,0,3.06299,2.7319,3.99512,0,0.470943,3.99512,609,3.78774,-1.98807,0,4.27778,1543.42,0.470943,-3.02657,0,3.06299,2.7319,3.99512,0,0.470943,3.99512,609,3.78774,-1.98807,0,4.27778,1543.42,0.470943,-3.02657,0,3.06299,2.7319,3.99512,0,0.470943,3.99512,609,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,25,1
1,26,3.16951,-2.78477,0,4.2191,1451.22,0.519729,-3.06772,0,3.11144,2.73912,3.9507,0,0.519729,3.9507,611,3.16951,-2.78477,0,4.2191,1451.22,0.519729,-3.06772,0,3.11144,2.73912,3.9507,0,0.519729,3.9507,611,3.16951,-2.78477,0,4.2191,1451.22,0.519729,-3.06772,0,3.11144,2.73912,3.9507,0,0.519729,3.9507,611,3.16951,-2.78477,0,4.2191,1451.22,0.519729,-3.06772,0,3.11144,2.73912,3.9507,0,0.519729,3.9507,611,3.16951,-2.78477,0,4.2191,1451.22,0.519729,-3.06772,0,3.11144,2.73912,3.9507,0,0.519729,3.9507,611,3.16951,-2.78477,0,4.2191,1451.22,0.519729,-3.06772,0,3.11144,2.73912,3.9507,0,0.519729,3.9507,611,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,26,1
1,27,2.75488,-3.11952,0,4.16182,1475.37,0.561076,-3.11689,0,3.16699,2.74707,3.90519,0,0.561076,3.90519,617,2.75488,-3.11952,0,4.16182,1475.37,0.561076,-3.11689,0,3.16699,2.74707,3.90519,0,0.561076,3.90519,617,2.75488,-3.11952,0,4.16182,1475.37,0.561076,-3.11689,0,3.16699,2.74707,3.90519,0,0.561076,3.90519,617,2.75488,-3.11952,0,4.16182,1475.37,0.561076,-3.11689,0,3.16699,2.74707,3.90519,0,0.561076,3.90519,617,2.75488,-3.11952,0,4.16182,1475.37,0.561076,-3.11689,0,3.16699,2.74707,3.90519,0,0.561076,3.90519,617,2.75488,-3.11952,0,4.16182,1475.37,0.561076,-3.11689,0,3.16699,2.74707,3.90519,0,0.561076,3.90519,617,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,27,1
